State,Date,Population,Food Wasted (Tonnes),Wastage by Type,Sector,Greenhouse Gas Emissions (CO2eq),Waste Disposal Method,Food Insecurity Rate (%),Cold Chain Infrastructure,Economic Cost of Waste (INR Cr)
Meghalaya,2010-03-01,2321022,10638.02,"{'Fruits': 2659.505083794588, 'Vegetables': 3191.4061005535054, 'Grains': 2127.60406703567, 'Dairy': 1595.7030502767527, 'Meat': 531.9010167589175, 'Processed Foods': 531.9010167589175}",Food Processing,9985.16,"{'Landfill': 5716.004447428583, 'Composting': 1384.6153155414747, 'Recycling': 1938.0626033726955}",34.73,Medium,135800.97
Mizoram,2010-03-01,862168,3951.6,"{'Fruits': 987.9010020070501, 'Vegetables': 1185.4812024084601, 'Grains': 790.3208016056401, 'Dairy': 592.7406012042301, 'Meat': 197.58020040141002, 'Processed Foods': 197.58020040141002}",Household,3807.28,"{'Landfill': 2589.338133711848, 'Composting': 605.6486385319816, 'Recycling': 521.6894085477726}",32.43,High,18738.21
Nagaland,2010-03-01,1987800,9110.75,"{'Fruits': 2277.688195408749, 'Vegetables': 2733.2258344904985, 'Grains': 1822.1505563269993, 'Dairy': 1366.6129172452493, 'Meat': 455.53763908174983, 'Processed Foods': 455.53763908174983}",Retail,8584.48,"{'Landfill': 6272.754404743441, 'Composting': 1921.4044918099855, 'Recycling': 1747.3543051817612}",21.94,Medium,99606.98
Odisha,2010-03-01,40779721,186907.06,"{'Fruits': 46726.764625039796, 'Vegetables': 56072.117550047755, 'Grains': 37381.41170003184, 'Dairy': 28036.058775023877, 'Meat': 9345.35292500796, 'Processed Foods': 9345.35292500796}",Agriculture,197397.8,"{'Landfill': 104267.55887548676, 'Composting': 25249.464959392983, 'Recycling': 20696.29600703108}",16.74,Medium,41921098.22
Punjab,2010-03-01,26880533,123202.44,"{'Fruits': 30800.611227693797, 'Vegetables': 36960.733473232554, 'Grains': 24640.48898215504, 'Dairy': 18480.366736616277, 'Meat': 6160.12224553876, 'Processed Foods': 6160.12224553876}",Food Processing,146832.9,"{'Landfill': 65562.4667398616, 'Composting': 12931.412270518376, 'Recycling': 22824.055998516684}",36.14,High,18214610.92
Rajasthan,2010-03-01,68608698,314456.54,"{'Fruits': 78614.13425188107, 'Vegetables': 94336.96110225728, 'Grains': 62891.30740150486, 'Dairy': 47168.48055112864, 'Meat': 15722.826850376216, 'Processed Foods': 15722.826850376216}",Hospitality,345774.67,"{'Landfill': 219184.71806667923, 'Composting': 36005.839373240604, 'Recycling': 51757.49065166625}",30.13,Low,118659496.4
Sikkim,2010-03-01,531209,2434.71,"{'Fruits': 608.6772872794797, 'Vegetables': 730.4127447353757, 'Grains': 486.9418298235838, 'Dairy': 365.20637236768783, 'Meat': 121.73545745589595, 'Processed Foods': 121.73545745589595}",Food Processing,2852.18,"{'Landfill': 1543.9628310326632, 'Composting': 483.6926928449727, 'Recycling': 329.4581210118694}",12.63,Medium,7113.37
Tamil Nadu,2010-03-01,71276438,326683.68,"{'Fruits': 81670.91937886477, 'Vegetables': 98005.10325463772, 'Grains': 65336.73550309182, 'Dairy': 49002.55162731886, 'Meat': 16334.183875772955, 'Processed Foods': 16334.183875772955}",Hospitality,367010.35,"{'Landfill': 181677.75939147352, 'Composting': 72414.56272464579, 'Recycling': 38267.039583922335}",24.16,High,128066670.19
Telangana,2010-03-01,34300662,157211.37,"{'Fruits': 39302.84208554456, 'Vegetables': 47163.41050265347, 'Grains': 31442.27366843565, 'Dairy': 23581.705251326734, 'Meat': 7860.568417108912, 'Processed Foods': 7860.568417108912}",Household,130558.19,"{'Landfill': 78662.40509430756, 'Composting': 44949.90965188655, 'Recycling': 19759.483078367484}",28.15,High,29658497.2
Tripura,2010-03-01,3093312,14177.68,"{'Fruits': 3544.420882156749, 'Vegetables': 4253.305058588098, 'Grains': 2835.5367057253993, 'Dairy': 2126.652529294049, 'Meat': 708.8841764313498, 'Processed Foods': 708.8841764313498}",Retail,14238.67,"{'Landfill': 7426.903574695002, 'Composting': 3382.7516265712793, 'Recycling': 1817.246158453487}",20.07,Medium,241208.05
Uttar Pradesh,2010-03-01,198217321,908496.06,"{'Fruits': 227124.0141228654, 'Vegetables': 272548.81694743846, 'Grains': 181699.21129829233, 'Dairy': 136274.40847371923, 'Meat': 45424.80282457308, 'Processed Foods': 45424.80282457308}",Household,754579.44,"{'Landfill': 531310.4511899545, 'Composting': 149141.9147638818, 'Recycling': 148402.78052898546}",30.33,Medium,990438101.59
Uttarakhand,2010-03-01,9771943,44788.07,"{'Fruits': 11197.018290242995, 'Vegetables': 13436.421948291594, 'Grains': 8957.614632194396, 'Dairy': 6718.210974145797, 'Meat': 2239.403658048599, 'Processed Foods': 2239.403658048599}",Hospitality,41511.92,"{'Landfill': 29485.472893628732, 'Composting': 11715.336295092526, 'Recycling': 4968.659293353256}",35.69,Low,2407165.8
West Bengal,2010-03-01,91762272,420577.08,"{'Fruits': 105144.27095924274, 'Vegetables': 126173.12515109128, 'Grains': 84115.4167673942, 'Dairy': 63086.56257554564, 'Meat': 21028.85419184855, 'Processed Foods': 21028.85419184855}",Retail,454505.3,"{'Landfill': 264578.0816962912, 'Composting': 81054.83991633216, 'Recycling': 75612.06677402896}",31.15,High,212262100.14
Andhra Pradesh,2010-04-01,75372435,345457.0,"{'Fruits': 86364.24900634676, 'Vegetables': 103637.0988076161, 'Grains': 69091.39920507741, 'Dairy': 51818.54940380805, 'Meat': 17272.849801269353, 'Processed Foods': 17272.849801269353}",Hospitality,371576.04,"{'Landfill': 175120.79904232998, 'Composting': 56930.683004088634, 'Recycling': 41094.12446952535}",19.01,Medium,143208643.32
Arunachal Pradesh,2010-04-01,1072813,4917.06,"{'Fruits': 1229.2658100594185, 'Vegetables': 1475.118972071302, 'Grains': 983.4126480475348, 'Dairy': 737.559486035651, 'Meat': 245.8531620118837, 'Processed Foods': 245.8531620118837}",Household,5063.5,"{'Landfill': 3000.322513913096, 'Composting': 1439.0553435104132, 'Recycling': 498.68561955251033}",14.15,Medium,29013.01
Assam,2010-04-01,26576133,121807.28,"{'Fruits': 30451.819220813322, 'Vegetables': 36542.18306497599, 'Grains': 24361.455376650658, 'Dairy': 18271.091532487993, 'Meat': 6090.3638441626645, 'Processed Foods': 6090.3638441626645}",Retail,112201.85,"{'Landfill': 83007.93191041127, 'Composting': 15394.364753810672, 'Recycling': 22907.00108712922}",19.2,Medium,17804415.24
Bihar,2010-04-01,101165020,463673.01,"{'Fruits': 115918.25275421832, 'Vegetables': 139101.90330506198, 'Grains': 92734.60220337467, 'Dairy': 69550.95165253099, 'Meat': 23183.650550843668, 'Processed Foods': 23183.650550843668}",Retail,539695.03,"{'Landfill': 271873.632062091, 'Composting': 47986.31986163017, 'Recycling': 77378.04022175274}",25.55,Medium,257991193.37
Chhattisgarh,2010-04-01,25466672,116722.25,"{'Fruits': 29180.562715394655, 'Vegetables': 35016.67525847359, 'Grains': 23344.450172315726, 'Dairy': 17508.337629236794, 'Meat': 5836.112543078932, 'Processed Foods': 5836.112543078932}",Household,98444.85,"{'Landfill': 71757.17959254132, 'Composting': 15609.51688045239, 'Recycling': 14504.095377162814}",20.9,Low,16348900.62
Goa,2010-04-01,1334879,6118.2,"{'Fruits': 1529.5498553982889, 'Vegetables': 1835.4598264779465, 'Grains': 1223.6398843186312, 'Dairy': 917.7299132389733, 'Meat': 305.9099710796578, 'Processed Foods': 305.9099710796578}",Retail,6192.43,"{'Landfill': 3809.042407161344, 'Composting': 1519.8805237799354, 'Recycling': 1160.6915234945395}",34.01,High,44918.84
Gujarat,2010-04-01,59096877,270860.69,"{'Fruits': 67715.17173967099, 'Vegetables': 81258.20608760518, 'Grains': 54172.13739173679, 'Dairy': 40629.10304380259, 'Meat': 13543.034347934197, 'Processed Foods': 13543.034347934197}",Agriculture,218877.06,"{'Landfill': 178398.23359692912, 'Composting': 58229.64784154925, 'Recycling': 30054.814891331647}",37.68,Medium,88038614.09
Haryana,2010-04-01,25186212,115436.81,"{'Fruits': 28859.20200795732, 'Vegetables': 34631.04240954878, 'Grains': 23087.361606365856, 'Dairy': 17315.52120477439, 'Meat': 5771.840401591464, 'Processed Foods': 5771.840401591464}",Food Processing,122703.96,"{'Landfill': 75847.91608231842, 'Composting': 16674.96429562775, 'Recycling': 16741.270934832715}",25.34,High,15990787.98
Himachal Pradesh,2010-04-01,6076118,27848.88,"{'Fruits': 6962.218978359411, 'Vegetables': 8354.662774031292, 'Grains': 5569.775182687529, 'Dairy': 4177.331387015646, 'Meat': 1392.4437956718823, 'Processed Foods': 1392.4437956718823}",Food Processing,22463.54,"{'Landfill': 17795.74007370564, 'Composting': 6778.083670949242, 'Recycling': 5516.728658171534}",17.86,Low,930671.87
Jharkhand,2010-04-01,32708572,149914.29,"{'Fruits': 37478.57298378073, 'Vegetables': 44974.287580536875, 'Grains': 29982.858387024586, 'Dairy': 22487.143790268437, 'Meat': 7495.714596756146, 'Processed Foods': 7495.714596756146}",Retail,141688.66,"{'Landfill': 79062.31693144988, 'Composting': 28693.909028615733, 'Recycling': 26836.06825906256}",21.79,Medium,26969153.91
Karnataka,2010-04-01,61202300,280510.54,"{'Fruits': 70127.63561771967, 'Vegetables': 84153.1627412636, 'Grains': 56102.10849417574, 'Dairy': 42076.5813706318, 'Meat': 14025.527123543936, 'Processed Foods': 14025.527123543936}",Hospitality,308992.46,"{'Landfill': 143672.77394524246, 'Composting': 58180.83669944629, 'Recycling': 30647.267894138055}",14.44,High,94423397.32
Kerala,2010-04-01,33066173,151553.29,"{'Fruits': 37888.3235036838, 'Vegetables': 45465.98820442056, 'Grains': 30310.658802947044, 'Dairy': 22732.99410221028, 'Meat': 7577.664700736761, 'Processed Foods': 7577.664700736761}",Retail,158651.21,"{'Landfill': 88931.52251106517, 'Composting': 42744.817117483246, 'Recycling': 16270.800715801635}",16.29,High,27562081.11
Madhya Pradesh,2010-04-01,71929034,329674.74,"{'Fruits': 82418.68522284449, 'Vegetables': 98902.42226741339, 'Grains': 65934.94817827559, 'Dairy': 49451.211133706696, 'Meat': 16483.737044568898, 'Processed Foods': 16483.737044568898}",Household,392395.49,"{'Landfill': 170088.60398818163, 'Composting': 90593.52188945127, 'Recycling': 45381.220178755626}",39.82,Medium,130422521.74
Maharashtra,2010-04-01,111273282,510002.54,"{'Fruits': 127500.63587639116, 'Vegetables': 153000.76305166938, 'Grains': 102000.50870111294, 'Dairy': 76500.38152583469, 'Meat': 25500.127175278234, 'Processed Foods': 25500.127175278234}",Hospitality,533670.36,"{'Landfill': 353850.5241473946, 'Composting': 114318.57114884624, 'Recycling': 89417.8727447197}",25.52,Low,312123113.26
Manipur,2010-04-01,2147755,9843.88,"{'Fruits': 2460.969327924614, 'Vegetables': 2953.1631935095365, 'Grains': 1968.7754623396913, 'Dairy': 1476.5815967547683, 'Meat': 492.19386558492283, 'Processed Foods': 492.19386558492283}",Hospitality,9076.27,"{'Landfill': 6730.534710684117, 'Composting': 2575.9124945430217, 'Recycling': 1313.174695901379}",33.06,High,116282.3
Meghalaya,2010-04-01,2240432,10268.65,"{'Fruits': 2567.162575622021, 'Vegetables': 3080.5950907464253, 'Grains': 2053.7300604976167, 'Dairy': 1540.2975453732126, 'Meat': 513.4325151244042, 'Processed Foods': 513.4325151244042}",Food Processing,9554.52,"{'Landfill': 5942.722249177958, 'Composting': 2144.7291768000578, 'Recycling': 1689.2744638187842}",19.41,High,126534.21
Mizoram,2010-04-01,872788,4000.28,"{'Fruits': 1000.0701587732921, 'Vegetables': 1200.0841905279503, 'Grains': 800.0561270186337, 'Dairy': 600.0420952639752, 'Meat': 200.01403175465842, 'Processed Foods': 200.01403175465842}",Agriculture,4685.09,"{'Landfill': 2724.0081495481545, 'Composting': 869.0405408338064, 'Recycling': 526.4003671601006}",26.64,High,19202.69
Nagaland,2010-04-01,1970651,9032.15,"{'Fruits': 2258.0380052089663, 'Vegetables': 2709.6456062507596, 'Grains': 1806.430404167173, 'Dairy': 1354.8228031253798, 'Meat': 451.60760104179326, 'Processed Foods': 451.60760104179326}",Food Processing,9791.65,"{'Landfill': 4576.7891317598705, 'Composting': 2697.4960617115507, 'Recycling': 987.0211600537708}",24.75,Low,97895.72
Odisha,2010-04-01,41059646,188190.05,"{'Fruits': 47047.51217523741, 'Vegetables': 56457.01461028489, 'Grains': 37638.00974018993, 'Dairy': 28228.507305142444, 'Meat': 9409.502435047483, 'Processed Foods': 9409.502435047483}",Food Processing,206661.01,"{'Landfill': 128901.78366375675, 'Composting': 40727.08418315035, 'Recycling': 28509.275293897983}",18.15,High,42498593.32
Punjab,2010-04-01,27259359,124938.73,"{'Fruits': 31234.68307301267, 'Vegetables': 37481.6196876152, 'Grains': 24987.74645841014, 'Dairy': 18740.8098438076, 'Meat': 6246.936614602535, 'Processed Foods': 6246.936614602535}",Retail,135485.66,"{'Landfill': 81709.55789530349, 'Composting': 36588.81711282746, 'Recycling': 13465.565740005493}",11.38,Medium,18731624.19
Rajasthan,2010-04-01,67588562,309780.91,"{'Fruits': 77445.22833148796, 'Vegetables': 92934.27399778555, 'Grains': 61956.18266519037, 'Dairy': 46467.136998892776, 'Meat': 15489.045666297592, 'Processed Foods': 15489.045666297592}",Agriculture,253803.69,"{'Landfill': 211059.0664118525, 'Composting': 85187.27824770006, 'Recycling': 39417.95111917056}",16.53,High,115157057.11
Sikkim,2010-04-01,540005,2475.02,"{'Fruits': 618.7561802682956, 'Vegetables': 742.5074163219547, 'Grains': 495.00494421463645, 'Dairy': 371.25370816097734, 'Meat': 123.75123605365911, 'Processed Foods': 123.75123605365911}",Food Processing,2020.35,"{'Landfill': 1691.4609763651588, 'Composting': 542.7687789273086, 'Recycling': 417.54528273301645}",18.91,High,7350.9
Tamil Nadu,2010-04-01,71421601,327349.01,"{'Fruits': 81837.25153266593, 'Vegetables': 98204.70183919912, 'Grains': 65469.80122613275, 'Dairy': 49102.35091959956, 'Meat': 16367.450306533188, 'Processed Foods': 16367.450306533188}",Household,366550.43,"{'Landfill': 206251.85731785253, 'Composting': 70380.9206925274, 'Recycling': 62793.607782272964}",29.33,Low,128588846.18
Telangana,2010-04-01,34773525,159378.66,"{'Fruits': 39844.664359099996, 'Vegetables': 47813.59723091999, 'Grains': 31875.731487279998, 'Dairy': 23906.798615459997, 'Meat': 7968.9328718199995, 'Processed Foods': 7968.9328718199995}",Food Processing,142274.7,"{'Landfill': 96505.22680852833, 'Composting': 28005.617479285404, 'Recycling': 18021.565762893715}",18.55,High,30481867.74
Tripura,2010-04-01,3132702,14358.22,"{'Fruits': 3589.554498227495, 'Vegetables': 4307.465397872994, 'Grains': 2871.6435985819962, 'Dairy': 2153.732698936497, 'Meat': 717.9108996454991, 'Processed Foods': 717.9108996454991}",Household,12969.34,"{'Landfill': 9718.569847357394, 'Composting': 1923.2813403253786, 'Recycling': 1732.7648909378552}",19.2,Medium,247390.11
Uttar Pradesh,2010-04-01,193938925,888886.74,"{'Fruits': 222221.6852751821, 'Vegetables': 266666.0223302185, 'Grains': 177777.34822014568, 'Dairy': 133333.01116510926, 'Meat': 44444.33705503642, 'Processed Foods': 44444.33705503642}",Household,740553.09,"{'Landfill': 518535.79949279514, 'Composting': 254916.59470239698, 'Recycling': 92736.52329025404}",21.61,Low,948143566.21
Uttarakhand,2010-04-01,10103655,46308.42,"{'Fruits': 11577.105097739666, 'Vegetables': 13892.5261172876, 'Grains': 9261.684078191733, 'Dairy': 6946.2630586438, 'Meat': 2315.421019547933, 'Processed Foods': 2315.421019547933}",Retail,43758.57,"{'Landfill': 31893.712929517344, 'Composting': 5671.245261982163, 'Recycling': 5639.293054782913}",15.76,Low,2573363.76
West Bengal,2010-04-01,89525443,410324.95,"{'Fruits': 102581.23701260728, 'Vegetables': 123097.48441512873, 'Grains': 82064.98961008583, 'Dairy': 61548.74220756436, 'Meat': 20516.247402521458, 'Processed Foods': 20516.247402521458}",Household,352936.94,"{'Landfill': 249255.1304303257, 'Composting': 72114.64203598283, 'Recycling': 53072.63293588267}",31.64,High,202039875.59
Andhra Pradesh,2010-05-01,74416518,341075.71,"{'Fruits': 85268.92692620443, 'Vegetables': 102322.71231144531, 'Grains': 68215.14154096354, 'Dairy': 51161.35615572266, 'Meat': 17053.785385240884, 'Processed Foods': 17053.785385240884}",Food Processing,368501.08,"{'Landfill': 189933.49342868946, 'Composting': 96318.89801591526, 'Recycling': 50089.67266158251}",13.54,Medium,139599166.06
Arunachal Pradesh,2010-05-01,1067391,4892.21,"{'Fruits': 1223.0526789922485, 'Vegetables': 1467.6632147906982, 'Grains': 978.4421431937989, 'Dairy': 733.8316073953491, 'Meat': 244.61053579844972, 'Processed Foods': 244.61053579844972}",Food Processing,5779.47,"{'Landfill': 3312.0843612147887, 'Composting': 1070.6736339120043, 'Recycling': 876.6783894531811}",31.36,Low,28720.47
Assam,2010-05-01,26389459,120951.69,"{'Fruits': 30237.92201459322, 'Vegetables': 36285.50641751186, 'Grains': 24190.33761167458, 'Dairy': 18142.75320875593, 'Meat': 6047.584402918645, 'Processed Foods': 6047.584402918645}",Retail,133751.5,"{'Landfill': 63727.59667896628, 'Composting': 22156.8984944398, 'Recycling': 17922.767901867992}",16.78,Low,17555173.01
Bihar,2010-05-01,102727130,470832.68,"{'Fruits': 117708.16988288666, 'Vegetables': 141249.80385946398, 'Grains': 94166.53590630933, 'Dairy': 70624.90192973199, 'Meat': 23541.633976577334, 'Processed Foods': 23541.633976577334}",Food Processing,552812.57,"{'Landfill': 273527.58843332616, 'Composting': 110424.94952284267, 'Recycling': 73425.90099233165}",15.22,High,266020094.54
Chhattisgarh,2010-05-01,25354152,116206.53,"{'Fruits': 29051.633598203858, 'Vegetables': 34861.96031784463, 'Grains': 23241.30687856309, 'Dairy': 17430.980158922313, 'Meat': 5810.326719640772, 'Processed Foods': 5810.326719640772}",Food Processing,112252.9,"{'Landfill': 70216.80705247555, 'Composting': 28426.63041808389, 'Recycling': 22300.97028438815}",10.45,High,16204750.36
Goa,2010-05-01,1353485,6203.48,"{'Fruits': 1550.8693479190626, 'Vegetables': 1861.043217502875, 'Grains': 1240.6954783352503, 'Dairy': 930.5216087514375, 'Meat': 310.1738695838126, 'Processed Foods': 310.1738695838126}",Hospitality,6212.96,"{'Landfill': 4129.388442672697, 'Composting': 699.3565790272519, 'Recycling': 1066.709101151218}",12.77,High,46179.76
Gujarat,2010-05-01,60631754,277895.54,"{'Fruits': 69473.88545041476, 'Vegetables': 83368.66254049771, 'Grains': 55579.10836033181, 'Dairy': 41684.331270248855, 'Meat': 13894.777090082953, 'Processed Foods': 13894.777090082953}",Agriculture,328305.42,"{'Landfill': 152933.75026835248, 'Composting': 60990.58279522956, 'Recycling': 36900.07181978149}",35.75,Low,92671118.58
Haryana,2010-05-01,24643201,112948.01,"{'Fruits': 28237.001402974533, 'Vegetables': 33884.401683569435, 'Grains': 22589.601122379627, 'Dairy': 16942.200841784717, 'Meat': 5647.400280594907, 'Processed Foods': 5647.400280594907}",Retail,100731.88,"{'Landfill': 73791.64367016191, 'Composting': 22602.20140451748, 'Recycling': 15699.876485857272}",17.62,High,15308702.37
Himachal Pradesh,2010-05-01,6093321,27927.72,"{'Fruits': 6981.931229623902, 'Vegetables': 8378.317475548682, 'Grains': 5585.544983699122, 'Dairy': 4189.158737774341, 'Meat': 1396.3862459247805, 'Processed Foods': 1396.3862459247805}",Agriculture,27573.61,"{'Landfill': 15080.369484350542, 'Composting': 4543.044759339483, 'Recycling': 4555.023025664095}",25.18,High,935949.38
