Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
562,Nagarajan Ltd,Amaira Ramanathan,Chennai,Tamil Nadu,13.062423780770862,80.25069191115071,95,2402,367,80.83,598,125,54.95,1915,198,93.78,2890,157,85.12,2761,266,52.03
563,Bhattacharyya-Mannan,Upma Golla,Jaipur,Rajasthan,26.867214283597836,75.8275894995192,51,4513,252,77.79,4570,305,51.39,3338,499,58.42,2703,301,77.77,2445,445,33.05
564,Dugar-Ghosh,Zashil Raj,Ahmedabad,Gujarat,23.06022617628262,72.55444080038757,100,2559,316,20.59,921,189,52.42,2152,15,69.9,1965,203,69.21,2353,339,84.97
565,Trivedi-Kapur,Jairaj Kothari,Kolkata,West Bengal,22.611830249813966,88.33243301795287,99,640,414,60.73,4150,88,30.04,3165,308,86.41,3771,476,32.06,1099,18,38.06
566,Iyer and Sons,Saanvi Kota,Pune,Maharashtra,18.523531652056803,73.89051521835519,84,2289,94,31.15,4657,354,85.09,4562,295,48.84,902,148,86.88,4635,99,62.09
567,Tak Inc,Rushil Sharma,Bangalore,Karnataka,12.948377667548835,77.62351608465887,72,4126,272,89.3,1632,115,22.86,2856,355,54.43,3170,74,94.87,3903,115,30.24
568,Pillay-Sibal,Sathvik Solanki,Chennai,Tamil Nadu,13.08484456890436,80.22706409092866,66,516,379,89.73,2202,351,62.26,4310,275,52.76,2301,379,30.96,3490,345,57.97
569,"Dayal, Chadha and Bhatti",Devika Naidu,Hyderabad,Telangana,17.357022530137733,78.4855374628983,75,4848,23,53.47,4120,176,72.95,1363,471,49.98,3150,228,59.06,4777,73,64.65
570,Rao-Srinivas,Brijesh Verma,Chennai,Tamil Nadu,13.042085728482336,80.31166268194366,57,964,115,55.55,3690,13,36.6,685,238,94.04,676,303,40.71,4860,279,55.67
571,"Roy, Rout and Borah",Zehaan Srivastava,Hyderabad,Telangana,17.42185515063203,78.44316868935151,78,4971,150,44.26,1097,256,92.47,4856,68,86.31,1242,61,80.36,3318,268,25.56
572,Nadig Ltd,Rushil Patel,Mumbai,Maharashtra,19.02851419582773,72.89714504561307,75,2327,337,77.33,891,208,87.08,2051,300,28.72,2848,57,77.73,1362,124,58.8
573,Sengupta Group,Tejas Chowdhury,Ahmedabad,Gujarat,23.004194658779113,72.56485959608587,59,3528,49,48.69,1575,280,57.69,2707,5,28.65,4902,273,31.27,4555,115,57.52
574,"Varughese, Padmanabhan and Dave",Radha Nair,Jaipur,Rajasthan,26.896481569978988,75.75378246753468,75,1019,205,41.42,3150,442,52.89,1261,219,54.23,1250,107,90.16,1719,173,40.93
575,"Gopal, Dayal and Sant",Oliver Majumdar,Kolkata,West Bengal,22.58330895787188,88.3770307553092,83,589,497,54.58,2884,327,38.93,4819,253,27.89,1368,186,34.48,4295,180,93.73
576,"Bhakta, Dash and Vasa",Meghana Kibe,Hyderabad,Telangana,17.41388022639054,78.50066055611777,100,3351,334,27.32,1309,324,78.4,1779,452,69.53,4562,474,83.78,1027,225,53.42
577,Modi and Sons,Brijesh Soman,Pune,Maharashtra,18.52163637775458,73.81712248028084,90,3343,78,79.73,3809,388,30.54,4775,432,31.5,4467,228,56.56,3422,156,89.13
578,Naidu Ltd,Kamya Chakraborty,Kolkata,West Bengal,22.601275033515446,88.41097662064747,56,2384,69,21.01,4238,104,74.42,4194,294,61.79,713,47,46.26,3704,163,28.77
579,Pal PLC,Nakul Tata,Delhi,Delhi,28.591056876475104,77.2062897132811,53,4671,26,71.56,1659,482,87.4,3781,357,20.58,2117,318,32.66,1662,70,45.51
580,Brar-Krishna,Hamsini Bhasin,Jaipur,Rajasthan,26.913026605949522,75.80071040313763,99,1425,270,34.63,2031,146,38.28,2036,385,45.33,3030,267,33.41,4064,498,34.11
581,Maharaj and Sons,Ishani Dube,Kolkata,West Bengal,22.61174800156235,88.31419210326214,94,4234,49,38.59,3182,278,89.31,3664,106,74.18,3833,214,72.95,1346,221,52.67
582,"Mitter, Walla and Chander",Jeremiah Sura,Kolkata,West Bengal,22.52716487455024,88.32790240975534,60,1469,291,70.85,753,8,22.67,3270,294,58.72,2097,289,64.03,2617,125,28.93
583,"Ganguly, Dube and Garg",Edhitha Palan,Lucknow,Uttar Pradesh,26.893853269090105,80.92933470071031,78,1594,246,99.44,4048,117,93.02,2463,117,98.26,1011,253,29.77,3586,144,55.28
584,"Nazareth, Barman and Balakrishnan",Reyansh Bail,Mumbai,Maharashtra,19.088251969572976,72.87467437629907,85,3695,263,82.22,3685,93,29.47,4345,404,89.93,752,444,29.02,2270,175,48.31
585,Bath Ltd,Ishita Desai,Hyderabad,Telangana,17.355699257843845,78.4883572628446,74,1904,78,38.07,1731,433,71.66,3935,167,48.73,4633,357,25.78,3783,460,37.87
586,"Lanka, Kade and Saha",Balveer Sundaram,Kolkata,West Bengal,22.60801359976505,88.31884968534936,70,3864,386,34.08,2923,143,40.01,1061,484,23.64,1128,86,79.5,2325,151,71.37
587,"Balasubramanian, Tank and Mann",Chaitaly Suri,Ahmedabad,Gujarat,22.97617213625008,72.53220257541307,85,4790,189,89.3,4075,288,86.92,2921,250,87.65,3976,180,76.95,3823,181,96.07
588,"Mittal, Subramanian and Konda",Rachit Pall,Lucknow,Uttar Pradesh,26.842985195501583,80.94005384885375,59,4482,46,55.53,4761,385,60.98,2635,81,92.9,1486,24,24.67,945,374,36.57
589,"Ravi, Mishra and Setty",Upadhriti Maharaj,Lucknow,Uttar Pradesh,26.826048882320812,80.98937537194328,86,4823,460,30.96,2073,13,30.82,2561,53,85.65,2225,445,64.82,1525,478,76.94
590,Bhasin and Sons,Ekapad Wali,Jaipur,Rajasthan,26.944068217545073,75.7657562301763,58,4513,360,88.98,3408,493,65.68,2680,239,30.24,2593,387,26.77,2271,346,79.39
591,Sagar-Sule,Shivani Merchant,Mumbai,Maharashtra,19.03738383934766,72.86222231428017,73,3592,353,85.29,2125,256,52.63,2460,365,99.83,2201,221,92.3,1859,497,59.85
592,Jani-Oak,Jeevika Setty,Pune,Maharashtra,18.52787795542644,73.80966682230648,84,4659,471,98.71,4498,345,72.92,4379,11,40.69,804,477,92.57,518,84,91.81
593,"Dhawan, Munshi and Nagar",Yashawini Raghavan,Bangalore,Karnataka,12.966659701898314,77.63754266944731,98,2574,487,92.78,4383,185,90.55,3779,208,77.94,4578,396,75.86,1060,363,97.31
594,"Pai, Rastogi and De",Anirudh Patla,Mumbai,Maharashtra,19.064987235294154,72.90068603088486,84,784,351,88.14,4015,344,52.75,4384,164,92.64,2780,425,94.1,971,382,48.98
595,Varma-Cherian,Ekani Bhatnagar,Ahmedabad,Gujarat,23.063261100255655,72.59280326444669,97,1687,188,24.21,3903,399,43.19,3770,365,38.85,4840,48,84.92,527,120,72.08
596,Khurana-Shukla,Ranveer Viswanathan,Mumbai,Maharashtra,19.10837903842213,72.9232060511485,85,4469,415,28.35,2458,206,21.16,1082,293,92.66,3307,333,86.28,1059,128,72.98
597,Loke Group,Mitesh Mandal,Lucknow,Uttar Pradesh,26.868839345110626,80.98248805029125,67,3465,255,65.52,4509,345,65.99,2113,398,44.76,3386,439,65.58,3155,462,52.29
598,Dhaliwal Inc,Nimrat Nagy,Pune,Maharashtra,18.542157212473157,73.88965875568653,98,4819,221,62.52,3235,430,52.18,1601,6,98.11,3954,174,44.48,3736,450,45.34
599,Mannan Group,Gopal Virk,Mumbai,Maharashtra,19.08637954529494,72.89635899134926,88,1283,371,56.64,4991,171,49.97,788,77,42.5,1524,391,37.42,1444,5,94.7
600,"Sahota, Kothari and Dutta",Caleb Dayal,Delhi,Delhi,28.630429210197807,77.23903548790234,81,1449,240,51.74,3674,463,34.63,4359,433,96.27,4812,310,46.18,4448,333,83.2
601,Munshi-Gupta,Azad Jaggi,Hyderabad,Telangana,17.371905302176092,78.44880250004852,73,4439,268,54.5,901,269,54.4,3560,64,24.28,3475,471,70.28,4156,182,29.16
602,Tara PLC,Vedika Handa,Ahmedabad,Gujarat,23.04761780478084,72.52850076645332,72,544,0,65.54,1474,220,98.76,3426,101,76.74,1006,273,33.81,3563,37,29.59
603,Tara-Morar,Azad Rama,Lucknow,Uttar Pradesh,26.828808109708703,80.97118507644365,81,2310,33,20.17,723,151,43.82,4602,450,62.57,3451,34,40.69,2479,416,93.8
604,Bajaj-Chana,Aahana Bawa,Delhi,Delhi,28.630757264672294,77.22686699566727,86,2581,445,40.86,735,110,67.98,1683,356,58.23,1553,216,57.44,3216,115,26.51
605,Tiwari-Shankar,Timothy Bobal,Delhi,Delhi,28.652703906436013,77.21886924023191,61,3998,78,61.46,3998,182,82.12,4835,299,37.88,3174,208,38.64,1315,101,75.07
606,Kale PLC,Sathvik Swamy,Delhi,Delhi,28.577787132639653,77.17057376066788,98,1329,235,77.78,4711,398,79.93,1946,286,76.45,3067,159,67.09,2826,7,38.14
607,Bava-Bedi,Upadhriti Bhat,Pune,Maharashtra,18.55776985934663,73.87909730554661,62,2409,333,33.93,3734,338,46.3,2249,170,35.26,2404,407,93.85,2830,217,22.81
608,Talwar-Singhal,Ojasvi Pillay,Chennai,Tamil Nadu,13.122945330728585,80.22734438443558,72,3081,376,63.75,725,71,68.87,2403,76,64.23,4870,6,79.85,1502,206,24.77
609,Yadav-Anand,Amaira Wadhwa,Ahmedabad,Gujarat,23.054501262911938,72.5908882373676,74,1191,348,77.16,2777,417,89.7,3675,47,40.26,3394,268,73.31,2042,77,49.88
610,Sankar and Sons,Ekavir Modi,Bangalore,Karnataka,12.96648530716747,77.55303923805445,84,4519,97,55.57,4777,385,21.24,1577,254,96.45,1600,125,66.62,4704,367,26.21
611,Pau-Rau,Tarak Venkataraman,Lucknow,Uttar Pradesh,26.88771346367821,80.97700226299067,90,1431,81,22.17,1841,282,54.86,2877,81,22.29,4161,474,59.04,1729,403,67.73
612,Bath-Rattan,Harrison Kashyap,Jaipur,Rajasthan,26.935317348754946,75.8025291648592,79,3906,454,55.94,4536,73,37.94,1347,382,35.98,2136,367,34.93,3805,54,71.78
613,Hayer LLC,Ranveer Hans,Chennai,Tamil Nadu,13.101949282666924,80.26369310773902,66,647,476,43.72,709,354,51.09,3376,208,39.38,1955,324,91.58,3029,303,49.88
614,"Mani, Borah and Raju",Praneel Sagar,Bangalore,Karnataka,12.929361464473144,77.59885343685322,98,1532,414,94.37,4227,214,53.28,1739,208,53.13,4113,355,39.88,1930,466,79.43
615,"Seshadri, Mammen and Dani",Ishita Shanker,Kolkata,West Bengal,22.60149851599208,88.35854195164016,69,1811,191,29.97,4428,496,79.73,1832,444,38.62,538,89,27.3,4412,439,59.2
616,Chatterjee Group,Hemang Ganesan,Delhi,Delhi,28.602323962013738,77.2040123361182,97,887,252,72.2,3303,327,27.51,4006,458,59.31,3584,41,80.0,2032,480,54.42
617,Nori-Pau,Neelima Thaman,Jaipur,Rajasthan,26.90549852205133,75.76918668183211,74,3621,408,24.22,1609,475,61.01,2879,83,89.8,4739,364,34.05,2392,227,52.56
618,Issac PLC,Nakul Walla,Lucknow,Uttar Pradesh,26.833705233467423,80.89894203099728,71,2373,37,55.69,2526,22,65.14,4622,9,76.97,3231,158,49.75,3624,87,54.49
619,"Ratti, Tella and Baria",Indira Murty,Mumbai,Maharashtra,19.078581259887333,72.87886813865815,62,4088,13,64.32,893,67,59.53,3737,28,66.4,2915,201,22.26,1921,9,97.43
620,Barad and Sons,Kamya Sachar,Chennai,Tamil Nadu,13.097274051009562,80.22517784505047,68,1415,391,43.84,1343,397,78.55,2865,303,27.12,1258,365,30.97,890,307,74.51
621,"Nath, Som and Venkataraman",Ekiya Khosla,Mumbai,Maharashtra,19.060587746073786,72.84314597472233,98,2378,346,56.41,2024,446,50.7,2912,481,75.52,4842,281,33.86,3318,433,45.22
622,Dixit-Varma,Keya Kumar,Lucknow,Uttar Pradesh,26.861282238628647,80.95989023174548,85,4248,309,33.08,1103,372,95.6,3674,464,33.31,3616,469,24.35,2369,289,78.71
623,Narang PLC,Sneha Sem,Mumbai,Maharashtra,19.036125991461518,72.91241394896939,61,777,385,44.33,1081,361,58.54,872,445,82.91,1264,331,72.53,3460,163,46.42
624,Gaba-Ramaswamy,Aadi Banerjee,Ahmedabad,Gujarat,23.008959372819756,72.5431892554255,90,2477,208,69.69,2439,92,65.7,2449,115,40.0,2922,287,86.96,1695,238,30.06
625,"Mistry, Nayar and Tripathi",Amol Vasa,Kolkata,West Bengal,22.568000162119613,88.38272742357802,68,2359,356,44.14,632,320,86.04,744,489,53.36,1814,90,49.87,3105,316,58.03
626,"Walia, Suri and Mistry",Chasmum Ahuja,Delhi,Delhi,28.612458969965942,77.16175367198694,61,3536,461,91.98,3338,323,42.02,2340,268,48.04,4802,480,89.97,1357,483,80.08
627,Badal-Pillay,Tristan Kala,Bangalore,Karnataka,13.018001740711771,77.58302067129858,58,3871,88,70.27,3885,383,26.02,3927,427,88.71,4495,124,37.07,3727,143,50.21
628,Choudhary-Saha,Anthony Majumdar,Kolkata,West Bengal,22.615163733002536,88.35531502243282,56,2682,55,55.09,4270,62,76.62,624,46,30.12,4529,125,46.03,2016,334,89.53
629,"Morar, Bala and Som",Girindra Barad,Bangalore,Karnataka,12.92393520963282,77.62022136139501,77,1670,93,23.1,2768,223,58.64,3253,358,65.25,4193,51,32.06,1653,17,50.96
630,Kari-Behl,Ishani Dugal,Chennai,Tamil Nadu,13.061624477197267,80.31070831830165,63,989,92,59.96,1475,224,91.72,2419,447,31.36,3685,403,69.64,1342,70,47.99
631,"Srinivasan, Garde and Viswanathan",Alka Peri,Chennai,Tamil Nadu,13.128291882895534,80.25209667173775,80,3025,339,81.18,2313,368,98.61,2135,90,76.38,3366,102,53.59,2182,174,99.86
632,"Rai, Divan and Kibe",Viraj Kunda,Pune,Maharashtra,18.514812771316574,73.90618579730594,68,1682,84,41.24,3763,345,51.93,1925,52,92.41,1817,360,69.06,794,341,58.6
633,Choudhary and Sons,George Ratta,Jaipur,Rajasthan,26.96080131632105,75.76614054378187,96,4979,444,84.54,2043,336,53.24,2040,217,54.77,1200,423,80.93,1144,287,84.42
634,Sastry LLC,Faras Nair,Hyderabad,Telangana,17.338093764473136,78.53377421536773,65,4758,244,40.14,3335,102,52.64,1030,347,59.05,4883,186,63.66,4133,298,84.4
635,Doshi-Sachar,Oscar Sura,Kolkata,West Bengal,22.57674076073476,88.32931450431785,54,2988,21,85.9,3238,214,45.96,4849,76,94.19,2701,204,70.21,2635,338,94.11
636,"Jani, Roy and Thaker",Charita Barad,Mumbai,Maharashtra,19.079225753114898,72.84453369559192,84,2376,290,26.82,1857,191,82.53,3603,203,61.68,2093,13,94.82,610,423,26.79
637,"Sinha, Bhatia and Devi",Farhan Bhalla,Chennai,Tamil Nadu,13.11606499619376,80.26474413503125,61,2962,484,89.29,4634,159,80.72,2301,43,59.01,4487,427,43.93,1083,247,41.7
638,"Johal, Nair and Sridhar",Ijaya Saraf,Lucknow,Uttar Pradesh,26.87938149737964,80.9671013724287,74,2130,271,59.93,1816,371,58.29,1536,155,66.27,4645,103,48.73,3725,192,81.42
639,"Puri, Murthy and Ghose",Jai Karan,Lucknow,Uttar Pradesh,26.8024647582199,80.93044479788348,70,787,305,43.72,661,206,23.57,4228,1,75.14,1730,116,77.42,1986,418,65.01
640,Walia-Oommen,Lavanya Bhagat,Chennai,Tamil Nadu,13.12934173858664,80.276470882625,85,4782,121,41.21,2409,268,44.76,4511,356,28.55,3112,469,68.9,2148,324,64.77
641,"Pandya, Lalla and Sule",Benjamin Nagar,Bangalore,Karnataka,12.93812420504426,77.60289844261646,72,2407,127,54.56,1627,193,43.38,3963,312,85.69,3637,465,34.28,2881,305,33.3
642,Koshy LLC,Eta Thakkar,Bangalore,Karnataka,12.936652149166342,77.62627569301195,65,1661,112,99.92,4370,379,84.89,1642,56,54.84,2408,303,50.09,605,267,42.49
643,"Misra, Kar and Mishra",Michael Bedi,Hyderabad,Telangana,17.375177880065433,78.53608483888996,88,629,426,37.63,2158,402,27.01,2255,289,25.79,2290,92,57.43,4053,203,61.71
644,Johal-Suresh,Sanaya Thaman,Delhi,Delhi,28.626240595815943,77.21593773611824,94,2863,272,28.26,3625,151,84.45,2129,470,82.89,3428,426,53.55,2194,340,42.17
645,Srinivasan-Palla,Tristan Sankaran,Lucknow,Uttar Pradesh,26.84284455118873,80.96928180287118,91,643,335,66.8,2463,236,73.53,1262,57,50.16,1588,143,34.26,2233,122,36.82
646,"Mahal, Mani and Dara",Meera Divan,Ahmedabad,Gujarat,22.97644595328909,72.56895460374868,88,515,441,59.08,2789,87,78.6,4457,253,28.03,2881,109,93.95,881,57,27.02
647,"Raghavan, Rana and Pai",Gayathri Butala,Hyderabad,Telangana,17.425694280883484,78.4499372379035,63,744,129,61.94,1466,10,54.58,1057,179,70.7,4627,162,80.99,3236,338,32.46
648,Mannan Inc,Chandran Rastogi,Chennai,Tamil Nadu,13.092612058504033,80.25604607405468,80,1426,131,73.35,1389,186,74.38,1339,492,90.41,3445,52,58.51,4856,446,81.51
649,Brar-Pal,Frederick Rastogi,Kolkata,West Bengal,22.535665234382346,88.3929509794275,54,3678,84,41.37,3561,213,68.72,502,156,91.02,4069,417,74.4,1816,200,77.5
650,Kunda-Srinivas,Kalpit Deshmukh,Chennai,Tamil Nadu,13.112121066254941,80.24827675682513,84,2676,422,92.85,4129,14,81.52,1551,34,96.61,1665,2,91.78,3202,490,23.67
651,Jaggi PLC,Rudra Sura,Lucknow,Uttar Pradesh,26.891104209382537,80.91107959694051,72,1386,481,54.85,3689,265,55.74,1904,74,89.42,1100,67,30.89,4574,432,36.26
652,Magar-Devan,Rohan Viswanathan,Bangalore,Karnataka,12.97289024161472,77.55396724207058,78,840,349,30.33,3248,296,57.83,656,431,20.17,2525,245,40.03,1406,111,64.84
653,Khatri and Sons,Xavier Bora,Hyderabad,Telangana,17.421354752251457,78.49557315221313,92,2551,389,79.38,2166,410,71.49,2437,288,50.42,2084,388,63.42,1162,127,45.81
654,Wali and Sons,Qushi Naik,Lucknow,Uttar Pradesh,26.845841817752856,80.94844441454055,60,3898,80,71.45,3566,443,28.65,1010,370,85.48,1487,137,83.92,962,35,85.86
655,"Kaul, Ben and Chaudhry",Isaiah Sachdev,Ahmedabad,Gujarat,23.016622371365532,72.5819755303139,67,4450,486,45.26,1941,72,54.9,3904,74,49.3,2465,307,22.9,3402,233,82.8
656,Narayanan-Sodhi,Jasmit Pall,Jaipur,Rajasthan,26.89862680870986,75.809871646322,96,805,472,69.72,1567,51,97.76,1637,328,68.12,1939,412,98.72,1442,309,91.33
657,Devan Inc,Ekani Padmanabhan,Chennai,Tamil Nadu,13.130773934358343,80.26145842085738,61,1407,324,37.59,4723,127,23.0,4414,77,68.51,1368,351,56.39,657,46,65.03
658,"Dugar, Ray and Soni",Dalaja Gara,Bangalore,Karnataka,12.981811698535479,77.60374067594225,58,3154,68,55.59,3423,27,45.28,3821,254,49.2,2563,286,48.74,3809,114,48.17
659,Iyengar-Mani,Riya Dhingra,Pune,Maharashtra,18.566004714361192,73.82674745155285,59,4292,147,91.95,4753,64,45.13,1214,264,92.36,1629,65,43.42,1826,415,68.49
660,Mangal-Bhargava,Chaitanya Kaur,Jaipur,Rajasthan,26.86834715688673,75.73761678485808,93,4542,447,30.68,4356,16,70.68,2786,486,60.26,4878,459,33.95,3217,254,27.13
661,Kata PLC,Kashvi Dugal,Mumbai,Maharashtra,19.110696885420708,72.91700902051954,66,1871,15,50.94,1326,350,28.46,3154,303,57.18,4956,346,83.33,3168,482,20.77
662,"Barad, Gill and Sahni",Isaiah Bhagat,Bangalore,Karnataka,12.952789908000428,77.57020475651049,87,820,306,85.69,4485,427,70.28,1490,66,99.8,4229,324,96.43,3068,222,21.37
663,Bansal Group,Manbir Mani,Chennai,Tamil Nadu,13.083743248900424,80.28335925110933,56,4559,104,97.56,2592,137,27.6,4929,220,59.48,2434,420,53.09,3892,123,52.6
664,Grewal-Mann,Hemal Choudhry,Pune,Maharashtra,18.472311609442976,73.85438434683178,95,1631,164,56.31,3679,318,27.6,2660,466,34.27,1576,154,96.19,2606,436,38.25
665,Andra LLC,Shivani Sinha,Kolkata,West Bengal,22.594870695769824,88.38315324315371,62,3078,487,60.56,4401,228,78.25,4957,163,61.05,2139,86,85.9,1147,159,32.59
666,"Chhabra, Nayak and Mane",Garima Kadakia,Lucknow,Uttar Pradesh,26.859954410996583,80.96064702771211,89,4542,200,65.77,2862,253,45.93,2644,479,85.12,1892,32,58.48,3822,445,69.23
667,Viswanathan-Tak,Samar Virk,Delhi,Delhi,28.597240732215912,77.232305118986,91,3867,196,94.59,2724,476,98.19,2563,454,82.15,530,67,73.92,3438,420,99.61
668,Thaman Group,Vasudha Dhaliwal,Jaipur,Rajasthan,26.941739401430535,75.83635460327702,58,1317,425,88.66,2226,209,22.99,3103,374,83.09,1203,186,54.8,2983,95,34.22
669,Hans-Chowdhury,Krisha Vyas,Delhi,Delhi,28.63158212988574,77.24184692994491,99,511,184,33.65,2506,430,55.61,2477,219,76.64,1368,191,64.7,4741,106,63.71
670,Gaba-Shanker,Aadhya Garde,Pune,Maharashtra,18.47063175479048,73.81111619361779,76,694,321,54.94,766,293,29.05,875,171,40.34,732,212,24.64,3406,119,29.58
671,"Kurian, Grewal and Atwal",Bhanumati Iyer,Hyderabad,Telangana,17.41841445970007,78.51074761319535,51,3037,264,57.12,1337,230,48.11,1241,253,88.97,1450,87,75.7,3525,100,94.74
672,"Nazareth, Merchant and Hans",Chatresh Shroff,Chennai,Tamil Nadu,13.033266581452958,80.31440910284589,54,3342,362,83.13,1186,240,99.86,4985,209,91.48,558,427,24.23,1875,102,43.34
673,Ravi Group,Ekalinga Rama,Jaipur,Rajasthan,26.93901159327956,75.82189214396777,78,2729,99,68.23,3861,69,91.11,3167,187,35.53,3318,350,85.37,2323,165,90.27
674,"Narang, Chadha and Rattan",Jagvi Chokshi,Delhi,Delhi,28.57434041297481,77.19891001880738,86,3509,341,72.34,856,103,23.87,1740,190,30.44,4100,107,86.0,744,413,42.65
675,"Chandran, Goyal and Dey",Brinda Raju,Delhi,Delhi,28.57166493346716,77.19975430310325,87,2577,319,99.86,4315,203,65.06,3970,388,98.05,3649,239,38.97,2848,185,84.48
676,Naik-Kothari,Lajita Trivedi,Kolkata,West Bengal,22.55321373408796,88.36881303362772,68,4367,213,26.0,1371,52,71.83,2867,214,89.47,801,215,45.89,1367,31,36.75
677,Lal Group,Diya Sundaram,Delhi,Delhi,28.564508874823986,77.16909411999775,57,943,277,37.84,2473,461,36.76,2743,374,91.46,3350,176,58.5,3361,492,43.42
678,Sekhon LLC,Quincy Issac,Kolkata,West Bengal,22.55255656779539,88.32158620752762,97,797,161,52.63,2310,427,31.61,4049,85,90.91,3444,52,67.73,979,65,35.4
679,Mittal-Apte,Anthony Baral,Pune,Maharashtra,18.554607443739858,73.83092312178246,94,1344,438,47.82,4918,374,92.35,917,473,63.33,2423,329,42.99,2962,178,41.14
680,Parsa-Keer,Dalaja Nath,Kolkata,West Bengal,22.527622601146398,88.32119018353679,50,1515,156,21.73,3141,329,97.51,1106,105,71.71,816,48,67.4,2435,266,86.79
681,Dani Group,Maya Dugar,Ahmedabad,Gujarat,23.002029049404793,72.5446384323056,71,1884,421,27.34,2728,53,99.35,1067,331,63.63,2388,368,43.82,3873,442,71.12
682,Dutta-Ravi,Idika Pandey,Pune,Maharashtra,18.51053060242197,73.83595150910708,66,1897,250,74.48,3891,275,83.18,1043,295,24.1,3215,113,24.44,3521,403,52.47
683,"Thakkar, Mukhopadhyay and Dalal",Chasmum Keer,Ahmedabad,Gujarat,23.013010269452757,72.61201110021325,56,1053,365,90.35,4678,334,73.08,1383,18,79.64,2381,449,20.2,3692,36,97.72
684,"Merchant, Pillai and Kant",David Kurian,Pune,Maharashtra,18.51804369863438,73.82930289978161,74,2850,96,61.14,2850,30,47.66,1723,46,60.43,4398,94,28.09,587,200,57.19
685,Deol Group,Ayushman Mammen,Jaipur,Rajasthan,26.88432739619239,75.74066691782139,94,1769,17,63.14,4857,134,33.71,3393,64,71.82,4613,446,83.38,1740,357,97.58
686,Sha Ltd,Max Om,Bangalore,Karnataka,12.957381408411356,77.60938174459905,53,1760,326,40.41,3239,57,26.32,2568,450,60.21,1678,24,96.91,1072,48,35.73
687,"Prakash, Sagar and Sinha",Laksh Chahal,Kolkata,West Bengal,22.54138428525378,88.38587914533547,85,684,448,81.43,3230,104,75.46,4209,474,59.34,4355,131,54.16,1313,274,92.37
688,"Kamdar, Kota and Bumb",Utkarsh Sahni,Lucknow,Uttar Pradesh,26.85528647884535,80.95867838627895,55,2910,382,80.14,1818,265,82.78,2286,145,33.74,4955,178,61.01,678,438,21.11
689,"Sekhon, Wable and Pathak",Michael Sandhu,Hyderabad,Telangana,17.39870908370809,78.48932784603382,80,4931,96,67.07,2035,9,86.12,1957,433,42.3,831,394,31.75,2225,167,63.62
690,Choudhury Inc,Forum Sen,Delhi,Delhi,28.63529526325066,77.24125347943843,68,2709,0,37.01,2943,495,93.1,2414,285,32.71,1027,144,64.08,662,262,53.84
691,"Tiwari, Jain and Yadav",Samuel Devi,Ahmedabad,Gujarat,23.00149701189436,72.57772889309538,93,4172,215,27.76,2272,252,90.39,577,381,35.65,2559,363,31.57,3140,132,62.01
692,Gala LLC,Lakshit More,Hyderabad,Telangana,17.349287596133944,78.51423461504031,88,2381,131,25.14,3709,294,99.98,4113,65,97.84,1598,449,68.9,1505,494,64.28
693,"Sathe, Dada and Jha",Qushi Dhillon,Delhi,Delhi,28.60404456309132,77.17486241445265,76,4796,259,67.42,1377,155,39.53,1808,4,32.25,711,197,94.66,2848,297,51.12
694,"Suresh, Chand and Uppal",Eesha Bir,Delhi,Delhi,28.577282836299972,77.22195576968917,59,1021,124,86.0,3370,157,81.06,1147,92,41.54,2214,456,35.66,2921,343,99.86
695,Bhakta-Setty,Qarin Nadkarni,Jaipur,Rajasthan,26.937264523412622,75.76905867952611,75,2387,81,88.67,3700,36,66.92,2687,352,67.25,3188,324,81.17,3255,175,98.12
696,Varghese Group,Ayushman Nagar,Mumbai,Maharashtra,19.077112913923724,72.83238519085276,68,3052,282,57.09,4644,118,40.9,1052,425,68.81,2830,83,21.88,4798,488,96.94
697,Bhardwaj-Shere,Nisha Mitter,Kolkata,West Bengal,22.593297648745573,88.32016896216219,88,4309,170,82.74,4247,66,98.55,781,467,32.32,3766,156,50.04,4642,390,98.33
698,"Morar, Bains and Randhawa",Anusha Doshi,Delhi,Delhi,28.61059679999636,77.19303707463058,52,4655,58,95.75,3336,241,91.83,1781,93,83.5,1532,84,28.86,4241,10,83.44
699,Aggarwal-Kamdar,Hredhaan Deep,Jaipur,Rajasthan,26.870671546152437,75.83038873720608,94,4916,31,42.01,792,298,30.28,2346,105,82.82,1832,456,48.2,1717,200,99.09
700,"Bora, Bath and Sampath",Atharv Loke,Jaipur,Rajasthan,26.898423391880044,75.76433932863846,62,3979,160,51.84,2151,462,22.09,2987,132,38.99,2340,475,33.88,2974,432,91.39
701,Bhatt-Bhasin,Vincent Kashyap,Delhi,Delhi,28.595234791758514,77.23789324717761,99,1909,283,94.52,4906,212,75.07,3293,433,43.09,2638,252,49.86,1429,413,53.27
702,Sodhi Inc,Jagrati Buch,Bangalore,Karnataka,12.964981741957654,77.63559431438544,77,2194,105,47.06,1036,307,68.33,4211,340,95.04,4591,374,53.4,816,296,82.78
